t,x,y,v,a
1734,22.44,2.953,10.65,2.9810000000000003
1735,22.8,2.968,10.69,0.613
1736,23.15,2.979,10.66,0.8370000000000001
1737,23.51,2.984,10.63,2.178
1738,23.86,3.0,10.65,0.653
1739,24.22,3.014,10.67,3.3169999999999997
1740,24.57,3.019,10.65,0.319
1741,24.93,3.026,10.65,2.045
1742,25.28,3.041,10.73,0.927
1743,25.64,3.049,10.65,1.885
1744,25.99,3.056,10.58,1.3230000000000002
1745,26.35,3.066,10.75,4.015
1746,26.71,3.075,10.87,1.847
1747,27.07,3.087,10.84,0.556
1748,27.43,3.092,10.86,1.87
1749,27.8,3.106,10.83,1.615
1750,28.15,3.12,10.72,2.9930000000000003
1751,28.51,3.124,10.79,4.019
1752,28.87,3.131,10.99,2.719
1753,29.24,3.147,10.96,3.705
1754,29.6,3.156,10.71,4.2010000000000005
1755,29.96,3.16,10.71,5.815
1756,30.32,3.169,11.06,4.367
1757,30.69,3.186,11.08,2.935
1758,31.05,3.192,10.82,1.193
1759,31.41,3.197,11.12,3.7239999999999998
1760,31.8,3.211,11.11,1.883
1761,32.15,3.224,10.93,2.84
1762,32.52,3.237,11.07,6.227
1763,32.89,3.243,11.28,1.361
1764,33.28,3.257,11.22,1.555
1765,33.64,3.261,11.07,3.523
1766,34.01,3.268,11.14,1.857
1767,34.38,3.271,11.05,0.588
1768,34.75,3.27,11.11,6.767
1769,35.12,3.28,11.42,2.568
1770,35.51,3.292,11.34,2.762
1771,35.88,3.296,11.2,2.9189999999999996
1772,36.26,3.301,11.44,1.995
1773,36.64,3.302,11.34,2.0340000000000003
1774,37.01,3.304,11.25,4.547
1775,37.39,3.311,11.55,5.365
1776,37.78,3.324,11.64,3.028
1777,38.17,3.331,11.6,3.991
1778,38.56,3.332,11.7,0.649
1779,38.95,3.333,11.62,2.504
1780,39.33,3.338,11.6,1.4909999999999999
1781,39.72,3.346,11.73,4.287
1782,40.11,3.342,11.76,2.043
1783,40.5,3.339,11.75,2.439
1784,40.9,3.338,11.77,0.86
1785,41.29,3.343,11.8,1.207
1786,41.68,3.339,11.84,2.211
1787,42.08,3.339,11.93,2.8339999999999996
1788,42.48,3.342,11.98,1.255
1789,42.88,3.346,11.89,3.406
1790,43.27,3.342,11.82,1.181
1791,43.66,3.339,11.88,3.383
1792,44.06,3.337,12.03,3.855
1793,44.47,3.34,11.97,0.852
1794,44.86,3.35,12.01,2.525
1795,45.27,3.342,12.06,1.025
1796,45.67,3.344,11.96,3.827
1797,46.06,3.353,12.02,2.204
1798,46.47,3.357,12.11,0.524
1799,46.87,3.364,12.05,3.25
1800,47.27,3.37,11.89,4.111000000000001
1801,47.66,3.371,12.19,2.449
1802,48.08,3.37,12.19,3.025
1803,48.48,3.37,11.84,2.845
1804,48.87,3.376,12.06,4.113
1805,49.28,3.377,12.17,2.096
1806,49.68,3.382,12.05,2.9619999999999997
1807,50.08,3.378,12.06,4.702
1808,50.49,3.393,12.3,3.33
1809,50.9,3.399,12.34,3.097
1810,51.31,3.402,12.29,1.921
1811,51.72,3.407,12.31,1.7930000000000001
1812,52.13,3.406,12.32,2.4619999999999997
1813,52.54,3.407,12.2,0.953
1814,52.94,3.411,12.2,1.354
1815,53.36,3.411,12.32,1.91
1816,53.76,3.409,12.25,3.5439999999999996
1817,54.17,3.41,12.34,2.207
1818,54.59,3.422,12.4,2.986
1819,55.0,3.42,12.42,3.187
1820,55.42,3.418,12.36,5.005
1821,55.82,3.418,12.56,3.158
1822,56.25,3.429,12.69,1.4480000000000002
1823,56.67,3.427,12.42,2.6039999999999996
1824,57.08,3.439,12.5,2.2159999999999997
1825,57.5,3.44,12.63,3.1710000000000003
1826,57.92,3.441,12.39,3.51
1827,58.33,3.443,12.33,1.4809999999999999
1828,58.74,3.449,12.55,5.85
1829,59.17,3.448,12.67,2.18
1830,59.59,3.444,12.7,1.712
1831,60.01,3.449,12.75,2.011
1832,60.44,3.446,12.63,0.7140000000000001
1833,60.85,3.45,12.62,2.177
1834,61.28,3.451,12.59,2.066
1835,61.69,3.447,12.5,0.415
1836,62.11,3.445,12.64,3.1010000000000004
1837,62.54,3.443,12.69,1.405
1838,62.96,3.442,12.72,1.476
1839,63.38,3.443,12.78,0.457
1840,63.81,3.442,12.77,2.141
1841,64.24,3.442,12.87,4.891
1842,64.67,3.44,13.14,1.8519999999999999
1843,65.11,3.439,13.01,
1844,65.54,3.443,,
